STATE_UT,DISTRICT,BLOCK,VILLAGE,LATITUDE,LONGITUDE,Date,WL(mbgl),lat,lon,Temperature,Humidity,Rainfall
Andhra Pradesh,Alluri Sitharama Raju,Addateegala,Addateegala,17.4633,82.0271,2023-01-01,8.3,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Addateegala,Mallavaram Mammilu,17.5032,82.0124,2023-01-01,4.4,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Addateegala,Veerbhadrapuram,17.4379,82.074,2023-01-01,1.7,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Ananthagiri,Anantagiri,18.2388,83.0011,2023-01-01,4.4,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Ananthagiri,Bangarammapeta,18.216,83.1019,2023-01-01,4.2,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Ananthagiri,Kottur,18.2074,83.0743,2023-01-01,4.1,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,Araku,18.3207,82.8814,2023-01-01,9.0,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,Sunkarametta,18.2785,82.96694,2023-01-01,8.9,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Chintapalle,Lambasingi,17.8071,82.4959,2023-01-01,1.9,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Chintapalle,Lotugadda,17.8554,82.4361,2023-01-01,0.6,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Chintoor,17.756,81.387,2023-01-01,5.7,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Chirevalli,17.59458,81.0856,2023-01-01,3.0,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Edugarallapalli,17.74267,81.17827,2023-01-01,4.2,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Mothugudem,17.82787,81.63193,2023-01-01,1.7,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Chintoor,Sarivela,17.78168,81.28287,2023-01-01,2.8,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Devipatnam,Chinna Ramanayapet,17.3235,81.6974,2023-01-01,1.9,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Dumbriguda,Dimriguda,18.2885,82.7921,2023-01-01,10.1,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Gangavaram,Jaderu,17.4805,81.9523,2023-01-01,1.9,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Gudem Kotha Veedhi,Gudem,17.863,82.1957,2023-01-01,2.7,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Hukumpeta,Kontela,18.1386,82.6878,2023-01-01,4.3,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Hukumpeta,Rangasheela,18.2106,82.7788,2023-01-01,1.0,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Koyyuru,Koyyuru,17.6599,82.2194,2023-01-01,1.7,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Maredumilli,17.5961,81.71549,2023-01-01,4.4,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Lakshmipuram,17.71967,81.04836,2023-01-01,5.4,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Lakshmipuram,17.71967,81.04836,2023-01-01,5.2,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Garikabanda,17.9453,82.7566,2023-01-01,1.3,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Minimuluru,18.0369,82.6999,2023-01-01,8.7,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Paderu,18.0795,82.6735,2023-01-01,7.4,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Paderu,18.0894,82.6675,2023-01-01,12.3,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Vontlamamidi,17.9746,82.7334,2023-01-01,1.9,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Peda Bayalu,Gamparai,18.1825,82.6374,2023-01-01,2.9,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Rajavommangi,Badadanapalli,17.5841,82.2685,2023-01-01,2.8,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Rajavommangi,Jaddangi,17.4855,82.1582,2023-01-01,4.5,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Rajavommangi,Lagarai,17.5735,82.1922,2023-01-01,2.9,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Rajavommangi,Rajavommangi,17.5408,82.2229,2023-01-01,2.0,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Rampachodavaram,Chelakaveedhi,17.4613,81.671,2023-01-01,4.1,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Rampachodavaram,Folkspeta,17.3139,81.8398,2023-01-01,2.9,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Rampachodavaram,Rampachodavaram,17.4402,81.7805,2023-01-01,8.1,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Rampachodavaram,Sitapalli,17.3762,81.7915,2023-01-01,2.6,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Y. Ramavaram,Chaviti Tibalu,17.6183,81.9854,2023-01-01,1.1,,,,,
Andhra Pradesh,Alluri Sitharama Raju,Y. Ramavaram,P. Yerragonda,17.6583,81.9492,2023-01-01,4.3,,,,,
Andhra Pradesh,Anakapalli,Achutapuram,Haripalem,17.60917,82.97784,2023-01-01,6.6,,,,,
Andhra Pradesh,Anakapalli,Anakapalle,Anakapalli,17.68095,82.9817,2023-01-01,1.8,,,,,
Andhra Pradesh,Anakapalli,Butchayyapeta,Bangarumitta,17.83871,82.86782,2023-01-01,2.8,,,,,
Andhra Pradesh,Anakapalli,Butchayyapeta,L.Singavaram,17.81936,82.83775,2023-01-01,2.3,,,,,
Andhra Pradesh,Anakapalli,Golugonda,Mallampet,17.67405,82.44868,2023-01-01,1.0,,,,,
Andhra Pradesh,Anakapalli,Golugonda,Naganna Dorapalem,17.67734,82.4944,2023-01-01,1.9,,,,,
Andhra Pradesh,Anakapalli,Golugonda,Pata K.D.Peta,17.6723,82.3619,2023-01-01,1.3,,,,,
Andhra Pradesh,Anakapalli,Kasimkota,Tallapalem,17.63373,82.89215,2023-01-01,0.9,,,,,
Andhra Pradesh,Anakapalli,Kotauratla,Kotauratla,17.56487,82.68665,2023-01-01,2.9,,,,,
Andhra Pradesh,Anakapalli,Kotauratla,Yendapalli,17.61124,82.64991,2023-01-01,1.5,,,,,
Andhra Pradesh,Anakapalli,Narsipatnam,Narsipatnam,17.67606,82.59564,2023-01-01,2.5,,,,,
Andhra Pradesh,Anakapalli,Rambilli,Pudimadaka,17.4928,83.00236,2023-01-01,2.1,,,,,
Andhra Pradesh,Anakapalli,Ravikamatham,Kothakota,17.7562,82.7051,2023-01-01,0.2,,,,,
Andhra Pradesh,Anakapalli,Ravikamatham,Medivoda,17.78451,82.77913,2023-01-01,2.5,,,,,
Andhra Pradesh,Anakapalli,Rolugunta,Rolugunta,17.7129,82.6668,2023-01-01,2.1,,,,,
Andhra Pradesh,Anakapalli,S.Rayavaram,Addaroddu,17.43203,82.74759,2023-01-01,1.1,,,,,
Andhra Pradesh,Anakapalli,S.Rayavaram,Gurrajupeta,17.40054,82.76798,2023-01-01,2.2,,,,,
Andhra Pradesh,Anakapalli,S.Rayavaram,Rayavaram,17.45476,82.80249,2023-01-01,1.6,,,,,
Andhra Pradesh,Anakapalli,S.Rayavaram,Revupolavaram,17.39716,82.81776,2023-01-01,1.8,,,,,
Andhra Pradesh,Anakapalli,Yelamanchili,Yelamanchili,17.54635,82.85566,2023-01-01,5.4,,,,,
Andhra Pradesh,Ananthapuramu,Anantapur,Kamarupalli,14.6617,77.49913,2023-01-01,7.8,,,,,
Andhra Pradesh,Ananthapuramu,Atmakur,Waddipalli,14.67769,77.4562,2023-01-01,1.0,,,,,
Andhra Pradesh,Ananthapuramu,Beluguppa,Ramasagram,14.7232,77.256,2023-01-01,6.9,,,,,
Andhra Pradesh,Ananthapuramu,Beluguppa,Ramasagram,14.7232,77.256,2023-01-01,5.7,,,,,
Andhra Pradesh,Ananthapuramu,Bukkarayasamudram,Korrapadu,14.75411,77.71196,2023-01-01,1.1,,,,,
Andhra Pradesh,Ananthapuramu,Bukkarayasamudram,Regadikotturu,14.76639,77.62333,2023-01-01,1.7,,,,,
Andhra Pradesh,Ananthapuramu,Gooty,Brahmanapalli,15.0678,77.5424,2023-01-01,1.5,,,,,
Andhra Pradesh,Ananthapuramu,Gooty,Gooty,15.1132,77.6155,2023-01-01,3.2,,,,,
Andhra Pradesh,Ananthapuramu,Gooty,Gooty,15.1179,77.64,2023-01-01,4.5,,,,,
Andhra Pradesh,Ananthapuramu,Gummagatta,Gummagatta,14.56944,76.86694,2023-01-01,1.5,,,,,
Andhra Pradesh,Ananthapuramu,Guntakal,Guntakal,15.15571,77.3837,2023-01-01,2.1,,,,,
Andhra Pradesh,Ananthapuramu,Guntakal,Kogannapalle,15.18234,77.5435,2023-01-01,1.4,,,,,
Andhra Pradesh,Ananthapuramu,Kalyandrug,Kalyandurg,14.5483,77.1071,2023-01-01,2.1,,,,,
Andhra Pradesh,Ananthapuramu,Kudair,Kodadarakunta,14.7342,77.3961,2023-01-01,0.4,,,,,
Andhra Pradesh,Ananthapuramu,Kundurpi,Bodapalli,14.399,77.077,2023-01-01,9.3,,,,,
Andhra Pradesh,Ananthapuramu,Narpala,Nayanapalle,14.802,77.8137,2023-01-01,5.4,,,,,
Andhra Pradesh,Ananthapuramu,Pamidi,Sorakayalapeta,14.9441,77.5251,2023-01-01,1.7,,,,,
Andhra Pradesh,Ananthapuramu,Pamidi,Sorakayalapeta,14.9441,77.5251,2023-01-01,1.9,,,,,
Andhra Pradesh,Ananthapuramu,Rayadurg,Rayadurg,14.7054,76.8484,2023-01-01,3.1,,,,,
Andhra Pradesh,Ananthapuramu,Settur,Chinnampalli,14.47016,77.06235,2023-01-01,1.1,,,,,
Andhra Pradesh,Ananthapuramu,Singanamala,Sivapuram,14.7788,77.7269,2023-01-01,6.4,,,,,
Andhra Pradesh,Ananthapuramu,Singanamala,Sivapuram,14.7788,77.7269,2023-01-01,6.1,,,,,
Andhra Pradesh,Ananthapuramu,Uravakonda,Amidala,14.851,77.2501,2023-01-01,1.7,,,,,
Andhra Pradesh,Ananthapuramu,Vajrakarur,Vajrakarur,15.03043,77.38311,2023-01-01,3.5,,,,,
Andhra Pradesh,Ananthapuramu,Vajrakarur,Vajrakarur,15.0223,77.3825,2023-01-01,10.7,,,,,
Andhra Pradesh,Ananthapuramu,Yadiki,Peddapeta,15.0546,77.8372,2023-01-01,13.3,,,,,
Andhra Pradesh,Annamayya,B.Kothakota,Kandlamadugu,13.66631,78.41837,2023-01-01,0.9,,,,,
Andhra Pradesh,Annamayya,Chinnamandem,Chinnamandyam,13.94948,78.68845,2023-01-01,2.2,,,,,
Andhra Pradesh,Annamayya,Chinnamandem,Keshapuram,13.89779,78.65647,2023-01-01,1.2,,,,,
Andhra Pradesh,Annamayya,Galiveedu,Bowreddygaripallli,14.14071,78.59031,2023-01-01,6.7,,,,,
Andhra Pradesh,Annamayya,Galiveedu,Galiveedu,14.02485,78.50271,2023-01-01,0.8,,,,,
Andhra Pradesh,Annamayya,Kalakada,Kalakoda,13.82753,78.78775,2023-01-01,4.3,,,,,
Andhra Pradesh,Annamayya,Kalakada,Papireddygaripalli,13.78668,78.7309,2023-01-01,6.2,,,,,
Andhra Pradesh,Annamayya,Kalikiri,Medikurthi,13.70517,78.77318,2023-01-01,4.3,,,,,
Andhra Pradesh,Annamayya,Kodur,Kodur,13.95871,79.35315,2023-01-01,5.2,,,,,
Andhra Pradesh,Annamayya,Lakkireddipalle,Lakkireddipalli,14.1849,78.70151,2023-01-01,5.8,,,,,
Andhra Pradesh,Annamayya,Madanapalle,Arogyavaram,13.59343,78.52698,2023-01-01,6.0,,,,,
Andhra Pradesh,Annamayya,Madanapalle,Basani Khonda,13.55127,78.52983,2023-01-01,1.4,,,,,
Andhra Pradesh,Annamayya,Nimmanapalle,Chintaparti,13.64421,78.70485,2023-01-01,0.5,,,,,
Andhra Pradesh,Annamayya,Nimmanapalle,Nimmanapalle,13.57053,78.66868,2023-01-01,0.8,,,,,
Andhra Pradesh,Annamayya,Obulavaripalle,Mangampet,14.04102,79.30847,2023-01-01,3.1,,,,,
Andhra Pradesh,Annamayya,Peddathippasamudram Kandukuru,,13.76096,78.16043,2023-01-01,10.5,,,,,
Andhra Pradesh,Annamayya,Peddathippasamudram Pulikallu,,13.7738,78.22435,2023-01-01,0.5,,,,,
Andhra Pradesh,Annamayya,Penagalur,Penagaluru,14.29502,79.26093,2023-01-01,7.1,,,,,
Andhra Pradesh,Annamayya,Penagalur,Vadipalli,14.24839,79.23571,2023-01-01,12.3,,,,,
Andhra Pradesh,Annamayya,Pullampeta,Pothanavaripally,14.14806,79.19836,2023-01-01,4.9,,,,,
Andhra Pradesh,Annamayya,Rajampet,Gundlur,14.25083,79.11389,2023-01-01,2.7,,,,,
Andhra Pradesh,Annamayya,Ramapuram,Guvvalacheruvu,14.29693,78.7523,2023-01-01,2.9,,,,,
Andhra Pradesh,Annamayya,Ramapuram,Ramapuram,14.19364,78.76031,2023-01-01,4.9,,,,,
Andhra Pradesh,Annamayya,Ramapuram,Ramapuram,14.19366,78.76036,2023-01-01,4.9,,,,,
Andhra Pradesh,Annamayya,Ramasamudram,Ramasamudram,13.36429,78.4271,2023-01-01,0.0,,,,,
Andhra Pradesh,Annamayya,T.Sundupalle,Appayagaripalli,14.08361,78.92167,2023-01-01,0.9,,,,,
Andhra Pradesh,Annamayya,T.Sundupalle,Konnidigaripalli,13.98899,78.95367,2023-01-01,6.8,,,,,
Andhra Pradesh,Annamayya,T.Sundupalle,Pincha,13.91567,78.99868,2023-01-01,5.6,,,,,
Andhra Pradesh,Annamayya,T.Sundupalle,Pujarivandlapally,14.04622,78.91012,2023-01-01,8.3,,,,,
Andhra Pradesh,Annamayya,T.Sundupalle,T.Sundupalli,13.97944,78.90944,2023-01-01,1.9,,,,,
Andhra Pradesh,Annamayya,Veeraballi,Sanipai,14.10753,78.94972,2023-01-01,2.4,,,,,
Andhra Pradesh,Bapatla,Amruthalur,Govada,16.06978,80.66747,2023-01-01,2.5,,,,,
Andhra Pradesh,Bapatla,Amruthalur,Kuchipudi,16.18465,80.65948,2023-01-01,1.0,,,,,
Andhra Pradesh,Bapatla,Ballikurava,Vaidana Kopperapadu,15.96058,79.96261,2023-01-01,2.2,,,,,
Andhra Pradesh,Bapatla,Bapatla,Bapatla,15.91587,80.48235,2023-01-01,2.8,,,,,
Andhra Pradesh,Bapatla,Bapatla,Cheruvu Jammulapalem,15.9354,80.44507,2023-01-01,3.0,,,,,
Andhra Pradesh,Bapatla,Bhattiprolu,Bhattiprolu,16.09661,80.77324,2023-01-01,3.0,,,,,
Andhra Pradesh,Bapatla,Cherukupalle,Punnapalle,16.06112,80.70123,2023-01-01,2.6,,,,,
Andhra Pradesh,Bapatla,Chinaganjam,Kadavakuduru,15.72645,80.25433,2023-01-01,3.7,,,,,
Andhra Pradesh,Bapatla,Chirala,Chirala,15.82977,80.35452,2023-01-01,3.3,,,,,
Andhra Pradesh,Bapatla,Chirala,Vadarevu,15.79749,80.41105,2023-01-01,2.3,,,,,
Andhra Pradesh,Bapatla,Inkollu,Duddukuru,15.74255,80.17304,2023-01-01,2.8,,,,,
Andhra Pradesh,Bapatla,Inkollu,Inkolu,15.8263,80.19111,2023-01-01,1.7,,,,,
Andhra Pradesh,Bapatla,Janakavaram Ponguluru Muppavaram,,15.84313,80.0518,2023-01-01,0.3,,,,,
Andhra Pradesh,Bapatla,Karamchedu,Daggu Padu,15.87829,80.20987,2023-01-01,1.0,,,,,
Andhra Pradesh,Bapatla,Karamchedu,Karamchedu,15.8716,80.33343,2023-01-01,1.5,,,,,
Andhra Pradesh,Bapatla,Kollur,Kolluru,16.16666,80.8049,2023-01-01,1.7,,,,,
Andhra Pradesh,Bapatla,Korisapadu,Medarmetla,15.72831,80.0156,2023-01-01,5.0,,,,,
Andhra Pradesh,Bapatla,Nagaram,Mannevaripalem,15.9719,80.61419,2023-01-01,0.9,,,,,
Andhra Pradesh,Bapatla,Nizampatnam,Nijampatnam,15.90237,80.66388,2023-01-01,1.2,,,,,
Andhra Pradesh,Bapatla,Nizampatnam,Pallapatla,15.98293,80.75313,2023-01-01,1.8,,,,,
Andhra Pradesh,Bapatla,Parchur,Nutalapadu,15.93479,80.23398,2023-01-01,1.2,,,,,
Andhra Pradesh,Bapatla,Repalle,Repalle,16.0288,80.8397,2023-01-01,1.5,,,,,
Andhra Pradesh,Bapatla,Vemuru,Chavali,16.1389,80.72749,2023-01-01,3.7,,,,,
Andhra Pradesh,Bapatla,Vetapalem,Veta Palem,15.77425,80.30475,2023-01-01,4.4,,,,,
Andhra Pradesh,Chittoor,Bangarupalem,Bangarupalem,13.18673,78.90465,2023-01-01,5.3,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Bangarupalem,Shankrantipalli,13.19563,79.00402,2023-01-01,5.1,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Chittoor,Chittoor,13.2075,79.09812,2023-01-01,1.7,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Gangadhara Nellore,Bangareddypalli,13.22028,79.21784,2023-01-01,2.5,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Gangadhara Nellore,Valasanallapalle,13.26623,79.27055,2023-01-01,1.4,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Gudipala,Nangamangalam,13.04117,79.18317,2023-01-01,0.6,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Karvetinagar,Karvetnagar,13.42624,79.45314,2023-01-01,3.8,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Kuppam,Adavimolakapalle,12.65479,78.36082,2023-01-01,5.6,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Nagari,Mudipalli,13.28858,79.54967,2023-01-01,2.5,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Nindra,Koppedu,13.40949,79.7054,2023-01-01,1.5,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Palamaner,Dugina Varipalli,13.14776,78.66117,2023-01-01,1.7,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Palamaner,M.Kotur,13.10369,78.75291,2023-01-01,2.3,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Palamaner,M.Kotur,13.10366,78.75289,2023-01-01,1.7,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Palamaner,Palamaneru,13.19831,78.74307,2023-01-01,0.3,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Peddapanjani,Peddapanjani,13.292,78.6829,2023-01-01,7.8,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Pulicherla H/O ReddivariMpaellreiguntala Gari Palli,,13.56865,79.01537,2023-01-01,3.2,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Puthalapattu,Bandarlapalli,13.33132,79.09955,2023-01-01,2.5,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Puthalapattu,Chittipirala,13.41714,79.12091,2023-01-01,2.6,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Puthalapattu,Kothapalli,13.42819,79.04733,2023-01-01,4.4,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Ramakuppam,Guruvimoklapalle,12.91196,78.53574,2023-01-01,0.3,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Sodam,Battuvaripalli,13.54709,78.91663,2023-01-01,1.3,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Somala,Somala,13.47668,78.81051,2023-01-01,12.4,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Srirangarajapuram,Arumakapally,13.30327,79.28713,2023-01-01,7.2,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Srirangarajapuram,Tayyuru,13.30289,79.31127,2023-01-01,5.3,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Thavanampalle,Kanipakkampatnam,13.26227,79.0604,2023-01-01,1.2,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Thavanampalle,Nallisettipalli,13.22188,79.03362,2023-01-01,7.5,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Vedurukuppam,Kondakindapalli,13.38309,79.27886,2023-01-01,3.1,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Venkatagirikota,Venkatagirikota,13.00081,78.47934,2023-01-01,4.7,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Yadamari,Muddu Ramapuram,13.10771,78.99415,2023-01-01,3.6,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Chittoor,Yadamari,Yadamari,13.1605,79.03833,2023-01-01,3.6,13.2172,79.1003,22.19,82.58,0.0
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAianavilli,,Ainavalli,16.6613,82.0125,2023-01-01,1.7,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAianavilli,,Jonnada,16.7929,81.8659,2023-01-01,0.3,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAianavilli,,Mukteshwaram,16.6602,82.0246,2023-01-01,6.6,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAianavilli,,Vilasa,16.6187,82.0195,2023-01-01,0.9,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAma alapuram,,Amalapuram,16.5734,82.0051,2023-01-01,1.7,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAma alapuram,,Amalapuram,16.562,81.9956,2023-01-01,1.2,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAma alapuram,,Bandurlanka,16.5882,81.9738,2023-01-01,3.8,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAma bajipeta,,Ambajipeta,16.5933,81.9523,2023-01-01,3.4,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAma bajipeta,,Chinalanka,16.6544,81.9381,2023-01-01,2.2,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemAtareyapuram,,Rally,16.7796,81.8027,2023-01-01,5.2,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemI. aPolavaram,,Komaragiri,16.6963,82.1802,2023-01-01,1.4,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemI. aPolavaram,,Muramalla,16.6728,82.165,2023-01-01,2.1,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemI. aPolavaram,,Yanam,16.7294,82.2141,2023-01-01,2.3,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemKoathapeta,,Kothapeta,16.7159,81.8964,2023-01-01,4.4,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemMaalikipuram,,Malikipuram,16.4135,81.8047,2023-01-01,1.7,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemMaalikipuram,,Pattipuram,16.4046,81.80582,2023-01-01,1.3,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemMaamidikuduru,,Appanapalle,16.5307,81.9234,2023-01-01,3.4,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemMaandapeta,,Dwarapudi,16.927,81.9167,2023-01-01,1.5,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemMaummidivaram,,Mobalacherevu,16.6165,82.0731,2023-01-01,1.5,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemMaummidivaram,,Thanelankamulli,16.6562,82.1221,2023-01-01,1.6,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemPaamarru,,Kotipalle,16.6998,82.038,2023-01-01,1.1,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemRaavulapalem,,Annaipeta,16.7898,82.066,2023-01-01,1.4,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemRaavulapalem,,Delta Gannavarm,16.5879,81.8885,2023-01-01,2.3,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemRaavulapalem,,Draksharamam,16.7921,82.0637,2023-01-01,3.2,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemRaavulapalem,,Mummidivarampad,16.7029,81.8325,2023-01-01,1.2,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemRaavulapalem,,Tallapolom,16.8168,82.0391,2023-01-01,1.6,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemRaavulapalem,,Vegayamma Peta,16.7764,82.08786,2023-01-01,1.8,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemRaazole,,Razole,16.48,81.8446,2023-01-01,2.1,,,,,
Andhra Pradesh,Dr. B.R. Ambedkar KonaseemSaakhinetipalle,,Antarvedi,16.3337,81.7332,2023-01-01,1.3,,,,,
Andhra Pradesh,East Godavari,Anaparthy,Anaparthy,16.9384,81.9542,2023-01-01,2.7,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Gokavaram,Bhavujipet,17.2083,81.8467,2023-01-01,4.1,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Gokavaram,Gokavaram,17.2653,81.8475,2023-01-01,2.7,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Gopalapuram,Chityala,17.0895,81.5966,2023-01-01,2.5,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Gopalapuram,Dondapudi,17.2097,81.544,2023-01-01,8.3,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Gopalapuram,Gopalpuram,17.1011,81.5482,2023-01-01,3.0,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Kovvur,I.Pangadi,17.0183,81.6484,2023-01-01,1.4,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Kovvur,Kovvur,17.0036,81.7416,2023-01-01,1.3,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Nallajerla,Nallajerla,16.9451,81.4018,2023-01-01,68.4,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Nidadavole,Goparam,16.916,81.6972,2023-01-01,3.1,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8685,81.7101,2023-01-01,2.1,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Nidadavole,Munipalli,16.8549,81.7143,2023-01-01,0.7,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Nidadavole,Nidadavolu,16.8947,81.6746,2023-01-01,1.3,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Rajahmundry Rural,Dowalaiswaram,16.9392,81.7866,2023-01-01,8.1,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Rajahmundry Rural,Dowalaiswaram,16.9392,81.7866,2023-01-01,9.5,16.7829,82.243,25.73,74.53,0.24
Andhra Pradesh,East Godavari,Rajahmundry Rural,Kolamuru,17.0595,81.8051,2023-01-01,3.4,16.7829,82.243,25.73,74.53,0.24
